"parcel_id","state","district","land_area","land_type","land_use","number_of_owners","ownership_complexity","previous_dispute","previous_objections","land_value","estimated_compensation","environmental_risk","road_accessibility","distance_to_road","project_type","stakeholder_count","land_use_conflict","documentation_completeness","historical_acquisition_duration","acquisition_risk","acquisition_duration"
"SYN-LA-01002","Uttar Pradesh","Dhanbad","24.41","","Commercial","4","5","0","0","19.89","22.23","5","2","4","Industrial corridor","2","2","5","12.92","1","14.15"
"SYN-LA-01003","Bihar","Gaya","21.53","Forest buffer","Mixed use","1","2","0","0","11.95","15.43","8","2","0.63","Water management","7","5","7","5.75","1","9.32"
"SYN-LA-01004","Uttar Pradesh","","","Residential","Fallow","3","5","0","1","10.94","12.2","4","3","1.87","Rail","6","3","5","11.44","1","14.63"
"SYN-LA-01005","Jharkhand","Bhojpur","5.12","Agricultural","Multi-crop","5","5","0","0","4.36","4.72","6","9","7.04","","6","2","8","13.58","1","13.81"
"SYN-LA-01006","Bihar","Begusarai","18.98","Residential","Residential","2","2","0","0","11.18","13.26","4","10","1.82","Road","8","5","9","10.94","0","14.09"
"SYN-LA-01007","Jharkhand","Gaya","11.17","Commercial","Residential","5","7","0","0","","13.52","3","5","1.94","Road","13","8","9","13.09","1","17.09"
"SYN-LA-01008","Bihar","Bhagalpur","1.9","Agricultural","Commercial","8","10","0","0","","1.5","5","7","7.01","Industrial corridor","3","3","6","8","1","11"
"SYN-LA-01009","Uttar Pradesh","Dhanbad","22.8","Commercial","Fallow","3","3","0","0","17.43","24.36","4","6","11.18","Road","10","4","6","12","1","13.28"
"SYN-LA-01010","Bihar","Patna","2.36","","Mixed use","1","1","0","0","0.95","1.27","7","9","7.09","Public utility","","3","8","7.46","1","8.27"
"SYN-LA-01011","Uttar Pradesh","Muzaffarpur","23.03","Commercial","Mixed use","","10","0","","20.21","22.95","1","8","6.58","Water management","14","2","6","10.08","1","11.28"
"SYN-LA-01012","Jharkhand","Muzaffarpur","11.61","Commercial","Residential","4","4","0","0","7.66","9.56","2","9","10.54","Public utility","","1","5","6.67","0","8.08"
"SYN-LA-01013","Jharkhand","Ranchi","1.02","Industrial","Fallow","5","5","0","0","0.47","0.62","1","7","11.46","Road","15","1","10","5.79","0","6.77"
"SYN-LA-01014","Bihar","Vaishali","22.02","Forest buffer","Fallow","2","2","0","0","18.23","23.62","6","6","","Water management","16","2","7","11.1","1","11.77"
"SYN-LA-01015","Bihar","Muzaffarpur","20.1","Industrial","Single-crop","3","3","0","0","5.17","","5","9","8.75","Road","15","4","7","9.01","1","11.12"
"SYN-LA-01016","Bihar","","7.12","Agricultural","Mixed use","","3","1","0","","6.87","","4","","Road","16","4","9","10.5","1","12.81"
"SYN-LA-01017","Jharkhand","Nalanda","7.47","Forest buffer","Residential","1","3","0","0","","4.84","10","4","2.53","Water management","7","0","6","4.77","1","6.78"
"SYN-LA-01018","Uttar Pradesh","Ranchi","1.09","Agricultural","Multi-crop","7","7","0","0","0.31","0.33","4","10","7.06","Public utility","9","5","6","11.8","1","15.92"
"SYN-LA-01019","Bihar","Purnia","12.29","Agricultural","Mixed use","1","1","0","0","8.5","11.52","5","9","","Water management","15","3","7","8.06","1","9.9"
"SYN-LA-01020","Jharkhand","","23.95","Residential","Single-crop","1","2","0","0","13.5","18.6","9","6","8.47","Water management","6","3","9","6.22","1","6"
"SYN-LA-01021","Uttar Pradesh","Muzaffarpur","16.1","Industrial","Single-crop","7","8","0","1","8.62","9.13","7","7","0.76","Industrial corridor","8","0","8","9.03","1","10.53"
"SYN-LA-01022","Jharkhand","Vaishali","0.9","Residential","Single-crop","8","10","0","0","0.57","0.65","3","4","5.48","Public utility","7","","3","13.02","2","17.43"
"SYN-LA-01023","Uttar Pradesh","Nalanda","20.58","Industrial","Mixed use","8","9","","0","9.37","12.04","2","4","10.7","Rail","3","4","4","12.16","2","14.84"
"SYN-LA-01024","Uttar Pradesh","Purnia","18.94","Forest buffer","Multi-crop","2","1","1","","11.88","14.08","9","2","11.49","Water management","4","3","9","13.38","2","16.86"
"SYN-LA-01025","Uttar Pradesh","Nalanda","20.1","Commercial","Single-crop","4","5","0","0","10.24","12.64","2","6","8.71","Road","19","1","10","6.83","1","8.49"
"SYN-LA-01026","Uttar Pradesh","Muzaffarpur","0.81","Industrial","Residential","7","7","0","","0.54","0.58","7","8","1.13","Water management","13","5","3","7.81","2","10.58"
"SYN-LA-01027","Uttar Pradesh","Nalanda","21.25","Industrial","Commercial","5","5","0","0","8.18","10.76","7","5","1.09","Water management","8","3","7","13.25","1","15.54"
"SYN-LA-01028","Bihar","Patna","15.34","Commercial","Fallow","4","5","0","0","10.61","11.12","4","7","11.64","Industrial corridor","6","2","8","9.28","1","9.56"
"SYN-LA-01029","Uttar Pradesh","Vaishali","20.13","Residential","Mixed use","3","2","0","","17.71","18.61","8","5","4.08","Industrial corridor","17","2","5","7.33","1","11.07"
"SYN-LA-01030","Uttar Pradesh","Bhojpur","5.14","Residential","Mixed use","7","8","0","0","1.28","1.72","5","7","5.96","Industrial corridor","15","2","7","13.66","1","16.21"
"SYN-LA-01031","Bihar","Patna","0.81","Forest buffer","Residential","3","","1","2","0.25","0.31","4","4","10.8","Road","3","8","8","","2","13.83"
"SYN-LA-01032","Bihar","Purnia","10.91","Agricultural","","3","2","0","0","5.66","7.47","3","3","2.8","Water management","8","5","","6.72","1","10.47"
"SYN-LA-01033","Jharkhand","Muzaffarpur","9.1","Residential","Residential","7","7","1","2","4.53","4.64","3","7","2.83","Public utility","4","1","7","10.55","1","16.22"
"SYN-LA-01034","Uttar Pradesh","Saran","10.13","Industrial","Single-crop","4","5","0","0","3.83","4.4","1","6","11.8","Public utility","18","5","7","12.05","1","13.97"
"SYN-LA-01035","Uttar Pradesh","Vaishali","16.06","Residential","Multi-crop","8","9","0","0","3.46","3.91","8","7","5.37","Water management","15","4","7","10.39","2","11.36"
"SYN-LA-01036","Bihar","Bhojpur","7.96","Agricultural","Mixed use","6","","0","0","3.36","4.58","5","8","10.59","Rail","19","1","4","10.77","2","12.69"
"SYN-LA-01037","Jharkhand","Bhojpur","8.52","Commercial","Multi-crop","6","7","0","","3.73","5.13","1","6","9.19","Rail","6","3","4","13.09","2","17.14"
"","Bihar","Ranchi","23.32","Residential","Mixed use","4","6","0","0","16.68","21.08","1","6","8.63","Road","16","3","9","5.64","1","5.86"
"SYN-LA-01039","Bihar","Bhagalpur","14.6","Forest buffer","Commercial","1","1","0","0","3.96","4.04","3","1","9.56","Industrial corridor","12","1","8","10.17","1","11.41"
"SYN-LA-01040","Jharkhand","Purnia","21.87","Commercial","Mixed use","5","6","1","4","13.7","17.51","3","6","1.73","Rail","10","2","8","11.53","2","18.63"
"SYN-LA-01041","Uttar Pradesh","Bhojpur","23.42","Residential","Commercial","8","10","0","0","16.44","20.28","8","7","4.13","Road","9","1","7","11","1","13.32"
"SYN-LA-01042","Bihar","Patna","19.42","Residential","Multi-crop","5","7","1","2","11.59","14.45","1","9","3.12","Water management","","3","5","11.47","2","16.25"
"SYN-LA-01043","Bihar","Bhojpur","24.24","Residential","Commercial","5","5","0","0","","12.71","3","8","6.09","Road","6","2","7","6.64","1","7.45"
"SYN-LA-01044","Jharkhand","Bhojpur","3.6","Commercial","Fallow","6","7","0","0","1.08","1.28","4","9","11.4","Rail","","","5","12.84","1","16.09"
"SYN-LA-01045","Jharkhand","Dhanbad","7.27","Agricultural","Commercial","8","10","0","0","4.75","5.53","1","4","7.18","Road","16","4","3","14.59","2","18.42"
"SYN-LA-01046","Uttar Pradesh","Bhojpur","12.85","Agricultural","Single-crop","1","1","0","0","3.84","5.18","4","4","","Industrial corridor","18","2","10","4.54","0","5.53"
"SYN-LA-01047","Bihar","Gaya","18.93","","Commercial","4","6","0","0","13.78","18.78","3","4","10.07","Industrial corridor","3","1","8","6.74","1","6.84"
"SYN-LA-01048","Bihar","Purnia","4.59","Residential","Commercial","","2","0","0","3.34","4.31","3","6","11.11","Public utility","13","2","6","8.05","1","10.37"
"SYN-LA-01049","Uttar Pradesh","Purnia","6.45","Industrial","Commercial","7","7","0","0","1.43","1.5","0","6","9.04","Road","10","0","","12.31","1","13.81"
"SYN-LA-01050","Jharkhand","Begusarai","22.2","Agricultural","Residential","8","7","1","4","16.17","18.99","3","4","4.77","Water management","17","","7","18.89","3","24.73"
"SYN-LA-01051","Bihar","Begusarai","9.16","Agricultural","Mixed use","2","2","0","0","7.16","9.91","3","7","4.35","Road","2","1","9","9.28","0","9.05"
"SYN-LA-01052","Bihar","Ranchi","23.56","Forest buffer","Commercial","5","7","0","1","8.69","11.53","9","7","2.44","Water management","14","4","8","9.76","1","12.4"
"SYN-LA-01053","Bihar","Nalanda","6.82","Agricultural","Residential","6","8","0","0","3.24","4.33","7","4","7.88","Rail","4","3","6","12.94","2","16.53"
"SYN-LA-01054","Uttar Pradesh","Purnia","21.97","Agricultural","Single-crop","5","","1","1","14.01","","0","7","10.38","Public utility","14","4","7","11.5","1","14.55"
"SYN-LA-01055","Uttar Pradesh","Bhojpur","15.33","Forest buffer","Commercial","5","5","0","1","11.5","13.74","4","6","11.87","Road","14","4","5","12.41","2","16.13"
"SYN-LA-01056","Jharkhand","Dhanbad","20.72","Residential","Fallow","1","2","1","0","13.6","16.81","1","8","9.11","Water management","10","2","8","7.43","1","9.07"
"SYN-LA-01057","","Bhagalpur","2.98","Forest buffer","Single-crop","8","8","1","4","0.8","0.86","10","5","0.9","Water management","15","5","4","11.74","3","18.71"
"SYN-LA-01058","Jharkhand","Gaya","7.83","Residential","Mixed use","3","5","0","0","3.43","4.62","7","8","","Industrial corridor","6","0","","12.2","1","12.43"
"SYN-LA-01059","Uttar Pradesh","Purnia","24.34","Residential","Residential","6","6","0","0","11.32","12.78","2","8","8.38","Water management","14","3","5","8.24","1","11.71"
"SYN-LA-01060","Bihar","Bhojpur","10.98","Commercial","Fallow","8","9","0","0","8.98","10.58","4","10","2.87","Public utility","4","1","3","13.18","1","15.74"
"SYN-LA-01061","Bihar","Bhagalpur","18.47","Residential","Residential","8","8","1","4","9.23","11.04","8","5","1.92","Rail","14","4","6","12.23","3","18.96"
"SYN-LA-01062","Bihar","Bhagalpur","16.76","Industrial","Mixed use","5","6","0","0","14.09","19.18","2","9","3.73","Public utility","17","4","9","7.94","1","8.12"
"SYN-LA-01063","","Muzaffarpur","11.4","Agricultural","Residential","4","4","","4","8.12","11.17","1","7","5.49","Public utility","11","5","6","15.49","2","23.13"
"SYN-LA-01064","Uttar Pradesh","Begusarai","7.72","Industrial","","3","","0","0","","2.04","5","9","","Road","3","0","6","5.92","0","6.65"
"SYN-LA-01065","Uttar Pradesh","Patna","4.54","Forest buffer","Commercial","4","4","1","4","2.04","2.28","9","4","2.54","Rail","3","","8","15.93","3","23.94"
"","Jharkhand","Vaishali","22.26","Industrial","Fallow","2","2","0","1","19.17","20.19","2","5","","Road","5","1","9","10.77","0","13.24"
"","Bihar","Bhagalpur","","","Single-crop","6","7","1","3","5.3","","7","9","1.48","Water management","5","3","7","16.85","2","21.4"
"SYN-LA-01068","Jharkhand","Begusarai","6.9","Residential","Single-crop","4","3","1","2","5.24","5.5","3","9","0.88","Public utility","18","3","9","11.21","1","16.41"
"SYN-LA-01069","Uttar Pradesh","Ranchi","11.26","","Multi-crop","1","0","1","2","9.71","13.48","3","10","1.75","","14","","8","12.96","1","16.17"
"SYN-LA-01070","Uttar Pradesh","Muzaffarpur","18.32","Forest buffer","Single-crop","7","7","0","0","10.21","12.2","5","2","4.89","Rail","18","4","7","10.09","2","11.42"
"SYN-LA-01071","Jharkhand","Purnia","20.11","Residential","Single-crop","8","10","0","1","8.3","10.77","6","9","3.82","Rail","5","3","6","15.58","2","17.37"
"SYN-LA-01072","Bihar","Begusarai","13.17","Commercial","Mixed use","3","4","0","0","7.59","8.19","6","4","0.13","Industrial corridor","17","4","10","10.82","1","12.46"
"SYN-LA-01073","Bihar","Nalanda","14.12","Agricultural","Mixed use","6","8","1","4","","13.6","","8","3.51","Public utility","9","3","5","11.06","2","17.56"
"SYN-LA-01074","Uttar Pradesh","Begusarai","6.39","Industrial","Single-crop","6","7","1","4","","5.71","3","","7.18","Road","19","1","4","13.01","3","18.75"
"SYN-LA-01075","Bihar","Saran","16.71","Industrial","Fallow","6","7","1","0","5.79","5.96","6","9","6.78","Public utility","9","3","6","9.51","1","11.77"
"SYN-LA-01076","Uttar Pradesh","Vaishali","19.26","Forest buffer","Single-crop","4","5","0","0","13.82","15.59","8","6","9.66","Rail","12","4","7","12.95","1","15.67"
"SYN-LA-01077","Uttar Pradesh","Saran","19.79","Agricultural","Multi-crop","8","8","1","0","11.39","","","7","5.17","Public utility","18","1","6","11.03","1","14.6"
"SYN-LA-01078","Uttar Pradesh","","17.51","Commercial","","4","3","1","2","14.25","17.37","6","9","10.38","Road","2","1","8","14.17","1","18.27"
"SYN-LA-01079","Bihar","Purnia","24.26","Industrial","Commercial","5","6","0","0","9.35","12.36","1","7","2.18","Rail","8","4","8","13.07","1","13.97"
"SYN-LA-01080","Bihar","Muzaffarpur","1.01","Agricultural","Mixed use","3","2","","0","0.61","0.83","6","9","10.11","Rail","8","1","9","6.24","0","6.88"
"SYN-LA-01081","Uttar Pradesh","Bhojpur","15.61","Residential","Commercial","5","6","0","0","8.37","8.62","5","7","2.13","Public utility","15","2","5","10.79","1","14.6"
"SYN-LA-01082","Jharkhand","Vaishali","17.16","Forest buffer","Fallow","4","5","0","1","","8.03","8","2","7.53","","20","1","6","10.01","2","11.75"
"SYN-LA-01083","Bihar","Bhagalpur","1.71","Forest buffer","Residential","1","1","1","4","1.06","1.33","","3","8.62","Rail","16","2","9","12.6","2","17.98"
"SYN-LA-01084","Uttar Pradesh","Saran","20.54","Commercial","","6","6","0","0","8.9","10.69","6","5","1.17","Road","20","5","5","7.98","2","10.85"
"SYN-LA-01085","Bihar","Gaya","11.54","Industrial","Single-crop","1","0","0","0","4.63","6.17","5","9","1.81","Water management","11","3","6","9.04","0","10.35"
"SYN-LA-01086","Uttar Pradesh","Vaishali","6.2","Forest buffer","Mixed use","2","2","0","0","","","8","6","3.01","Rail","","3","9","5.46","0","6.68"
"SYN-LA-01087","Uttar Pradesh","Purnia","3.05","Agricultural","Commercial","","9","0","0","2.48","2.85","5","10","11.17","Road","5","0","4","12","1","12.98"
"SYN-LA-01088","Uttar Pradesh","Bhojpur","4.18","Commercial","","6","7","0","0","2.96","3.68","1","6","0.11","Industrial corridor","11","0","5","13.82","1","14.4"
"SYN-LA-01089","Bihar","Saran","17.3","Residential","Residential","6","8","0","1","3.93","4.18","8","8","6.25","Water management","8","1","7","13.31","1","15.69"
"SYN-LA-01090","Bihar","Nalanda","8.46","Residential","Residential","1","1","0","0","5.85","","4","6","7.49","Public utility","18","5","7","8.38","1","9.61"
"","Uttar Pradesh","Purnia","0.91","Commercial","Fallow","2","2","1","0","0.54","0.71","4","9","6.87","Rail","3","4","7","7.27","1","10.34"
"SYN-LA-01092","Uttar Pradesh","Patna","1.26","Commercial","Mixed use","8","8","0","","0.5","0.59","1","","5.62","Public utility","15","0","4","9.32","1","12.03"
"SYN-LA-01093","Jharkhand","Patna","21.92","Industrial","Residential","1","3","1","1","19.22","20.38","5","8","10.27","Water management","13","2","9","5.81","1","7.49"
"SYN-LA-01094","Uttar Pradesh","Muzaffarpur","3.98","Agricultural","Fallow","","6","0","0","2.21","2.89","7","7","3.53","Rail","7","","7","14.13","1","16.64"
"SYN-LA-01095","Bihar","Dhanbad","20.57","Agricultural","","3","3","0","1","16.95","22.97","1","7","6.22","","3","","10","9.54","0","11.08"
"SYN-LA-01096","Jharkhand","Bhojpur","18.59","Residential","Mixed use","7","8","0","0","3.46","4.65","1","9","1.38","Road","10","2","8","9.71","1","9.7"
"SYN-LA-01097","Bihar","Dhanbad","24.33","Agricultural","","5","6","1","0","5.28","5.82","3","6","4.78","Water management","20","0","7","10.43","1","13.66"
"SYN-LA-01098","Jharkhand","Begusarai","","Commercial","","1","1","0","0","12.65","16.82","5","6","","Public utility","18","1","5","9.51","1","11.07"
"SYN-LA-01099","Jharkhand","Purnia","18.79","Industrial","Single-crop","1","0","1","2","13.13","16.26","0","10","","Public utility","2","1","8","11.97","1","16.66"
"SYN-LA-01100","Uttar Pradesh","Bhagalpur","6.93","Agricultural","Commercial","3","4","0","0","5.43","6.89","4","8","4.72","Industrial corridor","","1","6","4.87","1","7.95"
"SYN-LA-01101","Bihar","Bhojpur","24.61","Commercial","Multi-crop","7","8","0","0","9.31","11.23","4","10","1.95","Public utility","9","1","5","12.42","1","15.32"
"SYN-LA-01102","Bihar","Begusarai","7.72","Agricultural","Commercial","3","3","","0","5.34","6.56","2","7","6.11","Rail","19","6","7","9.45","1","12.92"
"SYN-LA-01103","","Purnia","13.35","Agricultural","Single-crop","5","7","0","0","3.84","4.7","6","10","9.99","Public utility","12","2","8","12.39","1","14.8"
"SYN-LA-01104","Uttar Pradesh","Nalanda","1.49","Industrial","Mixed use","4","","0","0","0.45","0.58","7","7","0.96","Industrial corridor","15","2","","7.07","1","8.5"
"SYN-LA-01105","Jharkhand","Nalanda","12.67","","Single-crop","5","5","0","0","4.54","5.19","2","","5.95","Industrial corridor","18","4","6","12.21","1","14.11"
"SYN-LA-01106","Uttar Pradesh","Vaishali","16.42","Agricultural","Commercial","7","8","0","0","11.12","13.5","4","6","7.71","Industrial corridor","17","2","6","11.24","2","12.23"
"","Jharkhand","Patna","6.58","Forest buffer","Mixed use","","","0","0","3.9","4.66","8","3","3.74","Rail","11","4","4","13.05","2","15.25"
"SYN-LA-01108","Uttar Pradesh","","13.09","Forest buffer","","5","6","1","2","8.29","11.32","4","7","2.67","Water management","10","3","8","15.39","1","19.28"
"SYN-LA-01109","Uttar Pradesh","Nalanda","21.22","Commercial","Multi-crop","8","10","0","","4.88","5.34","6","7","11.81","Road","4","2","7","8.58","1","10.59"
"SYN-LA-01110","Uttar Pradesh","Nalanda","9.2","Commercial","Residential","1","0","0","1","5.73","6.17","5","3","1.47","Public utility","12","5","7","11.44","1","15.22"
"SYN-LA-01111","Uttar Pradesh","Vaishali","2.94","Residential","Mixed use","8","9","0","1","1.78","2.29","4","4","7.38","Rail","6","4","5","","2","19.37"
"SYN-LA-01112","Bihar","Vaishali","22.53","Forest buffer","Multi-crop","2","1","1","4","13.1","16.8","3","6","8.5","Road","13","3","5","","2","18.52"
"SYN-LA-01113","Uttar Pradesh","Gaya","1.38","Forest buffer","Residential","8","10","0","0","0.95","1.12","9","3","10.35","Industrial corridor","4","2","3","14.83","3","19"
"SYN-LA-01114","Bihar","Ranchi","4.04","Commercial","Multi-crop","8","9","1","1","","3.15","2","6","0.27","","18","1","6","10.59","2","14.6"
"SYN-LA-01115","Jharkhand","Purnia","15.09","Residential","Residential","4","5","0","0","10.75","12.42","1","5","1.79","Water management","18","0","8","7.9","1","9.57"
"SYN-LA-01116","Jharkhand","Patna","1.62","Agricultural","","4","4","0","0","1.17","1.51","8","9","10.87","Road","15","1","7","11.01","1","13.08"
"SYN-LA-01117","Jharkhand","Begusarai","11.48","Residential","Multi-crop","7","8","0","1","8.69","8.91","1","6","3.65","Road","13","2","5","10.92","1","13.07"
"","Jharkhand","Nalanda","8.23","Commercial","Mixed use","7","9","0","0","6.96","7.28","0","5","3.83","Rail","3","3","6","12.35","1","14.02"
"SYN-LA-01119","Jharkhand","Dhanbad","7.42","Industrial","Residential","3","5","0","1","2.18","2.25","8","4","5.44","Water management","20","1","6","6.39","1","8.79"
"SYN-LA-01120","Uttar Pradesh","","","Residential","Fallow","1","2","","1","2.4","2.86","1","7","0.94","Road","4","4","6","5.47","1","10.04"
"SYN-LA-01121","Uttar Pradesh","Nalanda","5.37","Residential","Single-crop","1","2","1","1","4.43","5.02","4","10","2.72","Rail","6","5","7","7.68","1","12.92"
"SYN-LA-01122","Bihar","Purnia","0.81","Residential","Single-crop","1","3","0","","0.7","0.82","2","7","0.91","Road","18","3","6","9.92","1","12.7"
"SYN-LA-01123","Bihar","Muzaffarpur","22.35","Industrial","Commercial","7","6","0","0","14.6","15.12","1","3","0.74","Water management","18","4","4","8.68","1","12.65"
"SYN-LA-01124","Bihar","Purnia","20.25","Agricultural","Mixed use","2","2","1","4","7.43","7.63","5","5","6.47","Industrial corridor","7","1","5","9.27","2","14.36"
"SYN-LA-01125","Jharkhand","Ranchi","13.3","Industrial","Mixed use","7","7","0","0","2.45","3.21","1","8","6.35","Road","6","0","4","8.92","1","12.49"
"SYN-LA-01126","Bihar","Vaishali","21.14","Commercial","","7","8","1","3","12.77","17.05","5","8","","Public utility","5","4","7","11.9","2","17.28"
"SYN-LA-01127","Bihar","Patna","15.03","Agricultural","Single-crop","1","2","0","0","11.37","14.53","9","5","9.88","Water management","6","1","","","1","6.77"
"SYN-LA-01128","Bihar","Bhagalpur","19.22","Forest buffer","Fallow","3","2","","1","8.08","10.96","7","7","8.8","Water management","12","1","9","7.17","1","7.38"
"SYN-LA-01129","Uttar Pradesh","Begusarai","13.9","Agricultural","Fallow","4","5","0","0","11.25","12.6","7","9","10.42","Public utility","19","5","6","12.26","2","13.93"
"SYN-LA-01130","Jharkhand","Purnia","17.66","Commercial","Commercial","4","5","1","2","7.88","9.46","0","4","3.61","","17","5","8","11.5","2","17.53"
"SYN-LA-01131","Uttar Pradesh","Bhojpur","16.79","Forest buffer","Single-crop","1","","0","0","13","17.18","3","4","5.2","Industrial corridor","9","2","9","3.77","0","5.04"
"SYN-LA-01132","Jharkhand","Patna","7.8","","Residential","6","","0","0","5.85","7.73","4","4","8.57","Industrial corridor","9","3","","6.53","1","8.81"
"SYN-LA-01133","Uttar Pradesh","Begusarai","11.82","Forest buffer","Mixed use","5","5","0","0","6.77","8.64","8","6","4.73","Water management","4","4","8","9.85","1","11.48"
"SYN-LA-01134","Uttar Pradesh","Begusarai","12.29","Industrial","Residential","1","0","0","1","7.53","9.01","2","6","7.76","Road","9","7","8","4.72","0","7.3"
"SYN-LA-01135","Bihar","Bhojpur","19.74","Industrial","Fallow","6","8","0","0","11.03","15","7","8","2.49","Water management","13","2","7","13.47","1","15.61"
"SYN-LA-01136","Bihar","Ranchi","8.39","Commercial","Single-crop","7","9","0","","5.62","7.25","3","4","8.39","Water management","15","1","8","8.07","1","8.92"
"SYN-LA-01137","Jharkhand","Vaishali","19.04","Commercial","Multi-crop","3","3","1","2","11.4","14.09","1","6","0.75","Public utility","12","2","9","10.51","1","13.73"
"SYN-LA-01138","Bihar","Vaishali","4.71","Commercial","Mixed use","7","7","0","0","2.22","3","4","9","12.09","Water management","8","3","7","","1","11.28"
"SYN-LA-01139","Jharkhand","Bhagalpur","21.55","Residential","Commercial","5","7","0","1","14.88","","8","10","4.25","Road","4","0","6","14.37","1","16.76"
"SYN-LA-01140","Jharkhand","Nalanda","14.05","Forest buffer","Multi-crop","1","2","0","0","10.61","14.24","10","2","8.22","Road","12","1","7","5.77","1","7.9"
"SYN-LA-01141","Uttar Pradesh","Vaishali","6.67","","Mixed use","8","10","0","1","3.39","4.05","1","6","5.19","Public utility","3","2","7","","1","17.57"
"SYN-LA-01142","Bihar","Muzaffarpur","14.46","Forest buffer","Residential","1","0","0","0","10.76","13.35","4","7","6.15","","15","3","9","11.08","1","13.58"
"SYN-LA-01143","Uttar Pradesh","Gaya","22.05","Forest buffer","Residential","7","7","0","0","12.98","17.89","3","7","3.16","Road","4","4","7","9.11","1","12.43"
"SYN-LA-01144","Jharkhand","Bhojpur","6.49","Residential","Mixed use","6","6","1","1","5.1","7.09","1","6","3.58","Public utility","9","4","4","8.42","2","14.77"
"SYN-LA-01145","Bihar","Bhojpur","21.3","Agricultural","Fallow","5","5","0","0","6.21","8.07","1","6","0.94","Road","9","2","6","7.96","1","9.44"
"SYN-LA-01146","Uttar Pradesh","Ranchi","11.89","Industrial","Single-crop","2","4","0","0","6.72","9.06","6","7","4.85","Rail","16","3","8","12.03","1","12.79"
"SYN-LA-01147","Bihar","Bhagalpur","11.31","Forest buffer","","2","4","0","0","2.91","3.54","5","7","6.92","Water management","2","1","6","9.52","1","11.51"
"SYN-LA-01148","Uttar Pradesh","Purnia","15.89","Forest buffer","Multi-crop","6","","0","1","11.56","14.33","","3","4.19","Road","7","2","3","10.74","1","14.24"
"SYN-LA-01149","Jharkhand","Dhanbad","12.42","","Commercial","5","7","0","0","5.28","6.03","","6","0.13","Industrial corridor","5","2","9","","1","12.04"
"SYN-LA-01150","","Begusarai","2.86","","Mixed use","1","2","0","0","1.1","1.54","4","10","1.27","Road","13","4","10","4.82","0","6.33"
"SYN-LA-01151","Bihar","Ranchi","19.23","Industrial","Commercial","5","5","0","0","9.94","11.27","3","3","0.72","Water management","6","2","","9.59","1","10.28"
"SYN-LA-01152","Bihar","Muzaffarpur","6.44","Industrial","Multi-crop","7","10","0","0","2.72","3.41","1","5","9.5","Industrial corridor","20","1","","12.47","1","13.36"
"SYN-LA-01153","Uttar Pradesh","Dhanbad","12.73","Commercial","Mixed use","3","3","0","0","5.16","6.55","1","6","8.97","Rail","15","4","8","8.37","1","10.96"
"SYN-LA-01154","Bihar","Patna","6.08","Commercial","Residential","5","7","0","0","5.29","5.53","7","8","11.96","Road","4","6","7","11.56","2","13.17"
"SYN-LA-01155","Bihar","Gaya","12.16","Commercial","Residential","3","5","0","0","3.04","3.3","4","9","6.39","Road","9","5","9","8.35","1","8.85"
"SYN-LA-01156","Uttar Pradesh","Ranchi","7.11","","Mixed use","","4","0","","6.05","8.12","","6","0.42","Rail","10","1","7","11.63","1","13.76"
"SYN-LA-01157","Uttar Pradesh","Gaya","12.12","Industrial","Single-crop","5","7","1","2","3.4","4.31","5","9","11.1","Water management","8","1","8","","2","19.89"
"SYN-LA-01158","Bihar","Bhagalpur","6.48","Industrial","Single-crop","2","4","1","0","4.93","6.71","2","6","12.04","Road","6","0","8","5.4","1","8.63"
"SYN-LA-01159","Uttar Pradesh","Saran","9.11","Commercial","Single-crop","5","7","0","0","4.98","5.41","4","9","4.56","Public utility","","5","5","9.22","2","12.74"
"SYN-LA-01160","Uttar Pradesh","Begusarai","17.45","Forest buffer","Fallow","","6","0","0","3.18","3.38","5","2","9.85","Water management","17","2","","8.16","1","10.7"
"SYN-LA-01161","Bihar","Patna","9.83","Agricultural","Mixed use","4","6","0","","","9.44","7","9","7.05","Industrial corridor","14","3","7","6.12","1","8.69"
"SYN-LA-01162","Uttar Pradesh","Purnia","22.7","Agricultural","Single-crop","4","4","1","4","6.45","8.22","4","4","3.67","Rail","17","0","","10.94","2","18.4"
"SYN-LA-01163","Uttar Pradesh","Nalanda","21.49","Agricultural","Fallow","7","9","","0","13.75","18.14","3","6","4.96","Road","2","3","5","7.58","1","9.93"
"SYN-LA-01164","Jharkhand","Bhagalpur","23.25","Industrial","Multi-crop","2","2","","1","10.27","14.04","2","6","1.28","Road","5","1","8","5.59","0","8.74"
"SYN-LA-01165","Bihar","Vaishali","9.14","Forest buffer","Residential","6","6","1","4","7.05","8.96","2","2","6.66","Public utility","8","3","4","","3","24.95"
"SYN-LA-01166","Uttar Pradesh","Muzaffarpur","21.41","Residential","Commercial","2","3","0","0","17.84","22.56","5","8","9.21","Rail","2","6","9","10.58","1","13.98"
"SYN-LA-01167","Bihar","Patna","7.54","Forest buffer","Residential","5","7","","0","5.73","6.65","","","0.98","Industrial corridor","9","1","9","6.17","1","6.67"
"SYN-LA-01168","Bihar","Dhanbad","","Forest buffer","Single-crop","2","3","0","0","2.4","2.64","5","5","8.04","Rail","2","1","10","10.88","1","11.22"
"SYN-LA-01169","Jharkhand","Bhojpur","15.44","Agricultural","Commercial","2","2","0","0","4.83","5.71","1","6","5.91","Rail","","4","","8.73","0","11.78"
